,giraffe,carrot,bird,skateboard,person,toothbrush,diningtable,chair,suitcase,backpack,train,car,cup,bear,sandwich,handbag,donut,apple,bowl,bottle,sofa,dog,bench,truck,vase,pottedplant,motorbike,bicycle,broccoli,clock,traffic light,bus,bed,wine glass,aeroplane,pizza,cake,cell phone,remote,tvmonitor,laptop,microwave,umbrella,book,toilet,sports ball,tie,cat,banana,boat,teddy bear,surfboard,spoon,knife,horse,fork,sink,tennis racket,skis,mouse,kite,scissors,keyboard,fire hydrant,elephant,snowboard,cow,sheep,frisbee,orange,refrigerator,stop sign,oven,hot dog,baseball bat,baseball glove,parking meter,zebra
tennis racket,0.0,0.0,0.0,0.0,-0.0019643362915644858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004373087739009873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00030300511382943163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skis,0.0,0.0,0.0,0.0,-0.006361894226753285,0.0,0.0,0.0,0.0,-0.0006769009476637384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002965749002073544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,0.0,0.0,0.0,0.0,-0.00355679630534836,0.0,-0.0008847880166696688,-0.0025355405232741876,0.0,0.0,0.0,-0.0005722643632387633,-0.0012572113537979309,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008570456105098094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014223192261457593,-0.0007484717148132226,-0.0026832430304558627,-0.002477333044171902,0.0,0.0,-0.0015704258595294243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003538041602379489,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016456425011453736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kite,0.0,0.0,0.0,0.0,-0.001964398514477704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scissors,-0.00031186321450550944,0.0,0.0,0.0,-0.004534803347513475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005170703851831326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00044139969211179965,0.0,-0.0004478299057338769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00035020429210029936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00036059868489449036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard,0.0,0.0,0.0,0.0,-0.005008309189097215,0.0,-0.0005073656680764641,-0.0028161778136799394,0.0,-0.0004204831129723663,0.0,0.0,-0.0015817328011058901,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014767005723159527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00045440979098799035,0.0,0.0,0.0,0.0,0.0,0.0,-0.00048115788092481493,-0.0014518329859252125,-0.0003622200747534554,-0.0028764604628814553,-0.0022870529951089223,0.0,0.0,-0.001811788899983118,0.0,0.0,-0.0004972062394611521,0.0,0.0,0.0,0.0,0.0,-0.0003848345288415419,0.0,0.0,-0.00036691599423249526,0.0,0.0,0.0,-0.0016456425011453736,0.0,-0.00036059868489449036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire hydrant,0.0,0.0,0.0,0.0,-0.005467915770982235,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021356383282020116,0.0,-0.0003622200747534554,0.0,0.0,0.0,0.0,0.0,-0.0004901230425327373,0.0,-0.0012606070477258157,-0.00044402716936297053,-0.0010898549847157793,0.0,0.0,-0.0004008231167329711,0.0,0.0,0.0,-0.0004179241338199741,0.0,0.0,0.0,-0.0004179241338199741,0.0,-0.0004767675125121962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004935478208846085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elephant,0.0,0.0,0.0,0.0,-0.0030452008009374328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00044467222375679875,0.0,0.0,0.0,0.0,0.0,-0.0005173574179706878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004315477859800901,-0.00045440979098799035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00038100481459527215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003384504738318692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snowboard,0.0,0.0,0.0,0.0,-0.006362639698948034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005167824338890923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002965749002073544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cow,-0.00032246188594044006,0.0,-0.0012785562265080074,0.0,-0.00405264182175333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00036691599423249526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018753776706508395,0.0,-0.0004637174115448374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004538311092341624,-0.00039543320027647254,0.0,0.0,0.0,-0.001236061780912216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003384504738318692,0.0,0.0,-0.0007249826361693921,0.0,0.0,0.0,-0.0003483488716735257,0.0,0.0,0.0,0.0,0.0,0.0
sheep,0.0,0.0,0.0,0.0,-0.0013830259954148807,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005711679303208864,0.0,-0.0003538041602379489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009105417903834586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008503238423597362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007249826361693921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frisbee,0.0,0.0,-0.0005231828067871022,0.0,-0.005919456745176407,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005713253839089173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009111122168679865,-0.00044139969211179965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004245927176545572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00038100481459527215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00033416467800812633,0.0,0.0,-0.0002998474318523534,-0.0002965749002073544,0.0,0.0
orange,0.0,-0.00035894754310845624,0.0,0.0,-0.0025178829032628447,0.0,-0.0012264810894276983,-0.0009539843870685907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010453217241171602,-0.0013933954866941027,-0.0008638377148889773,0.0,0.0,0.0,0.0,-0.0004393774788613669,-0.0007645991617113935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011481811872963079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003987057319214715,0.0,0.0,-0.0003684283777757672,0.0,0.0,0.0,-0.00038607571683149384,-0.00036991576209604167,0.0,0.0,-0.00035555149091887224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigerator,0.0,0.0,0.0,0.0,-0.0068008391427319265,0.0,-0.0012137404186809311,-0.0009480532995704721,0.0,0.0,0.0,0.0,-0.001568148592347554,0.0,0.0,-0.0004472071717426438,0.0,0.0,-0.0008088254522236677,-0.001171456947787749,0.0,0.0,0.0,-0.00046107837482257344,0.0,-0.0004359027343164394,0.0,0.0,0.0,-0.0004472071717426438,0.0,0.0,0.0,-0.00040689180032835783,0.0,0.0,0.0,-0.0004261854088360025,0.0,-0.0004446722237567987,0.0,-0.0005521556618615346,-0.0004344743757133359,0.0,0.0,0.0,-0.000492797944023352,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003483488716735257,0.0,0.0,-0.00032966450518578656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000529908931731565,0.0,0.0,0.0,0.0,0.0
stop sign,0.0,0.0,0.0,0.0,-0.004052063407646383,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033667154837712754,0.0,0.0,0.0,-0.0004478299057338769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00046161241023333696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003848345288415419,-0.000493173663577971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003483488716735257,0.0,-0.00033416467800812633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oven,0.0,0.0,0.0,0.0,-0.0030452008009374328,0.0,-0.000879435372163462,-0.0009461883149514589,0.0,0.0,0.0,-0.0005710102007404478,-0.0005156213248423985,0.0,0.0,0.0,0.0,0.0,-0.0013600257762273458,-0.0008507851738886603,0.0,0.0,0.0,0.0,-0.0007291973270589948,-0.000741300670352285,0.0,0.0,0.0,-0.00044467222375679875,-0.0004125769350014013,0.0,0.0,-0.0006810383575844976,0.0,-0.00031992693795459496,0.0,0.0,0.0,0.0,0.0,-0.0009241985664067067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005151085901069862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000529908931731565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hot dog,0.0,0.0,0.0,0.0,-0.0019643362915644858,0.0,0.0,-0.0005328514730175304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00031186321450550944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseball bat,0.0,0.0,0.0,-0.00032246188594044,-0.004532650750378661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004496726602865216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002998474318523534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseball glove,0.0,0.0,-0.0005201784860786763,0.0,-0.004050034765254563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004697521663887631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007995583699842463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002965749002073544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parking meter,0.0,0.0,0.0,0.0,-0.0019645229172945604,0.0,0.0,0.0,0.0,0.0,0.0,-0.002124567595365604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004269713064305993,0.0,-0.0004322884049971436,0.0,0.0,-0.0004049140349437834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00042539258694433013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zebra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008555007992632708,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003638127659349006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
